type,squareMeters,floor,floorCount,centreDistance,poiCount,ownership,hasBalcony,hasElevator,price
blockOfFlats,91.1,3,3,3.03,10,condominium,yes,yes,849000
,78,3,3,3.03,10,condominium,yes,no,759000
blockOfFlats,58,1,3,1.82,46,condominium,yes,no,660000
blockOfFlats,56,3,3,2.23,46,condominium,no,no,529000
blockOfFlats,61.41,1,4,2.71,20,condominium,yes,no,599000
,76,4,4,3.35,5,condominium,no,,510000
blockOfFlats,52.5,1,4,2.66,10,cooperative,yes,no,449000
blockOfFlats,31.2,,4,4.3,2,condominium,no,yes,435000
,58,1,4,2.27,43,condominium,no,,660000
blockOfFlats,57.85,1,4,2.35,28,condominium,no,,659900
blockOfFlats,31.25,1,5,5.09,6,condominium,no,yes,434900
tenement,37,2,3,2.51,30,condominium,no,no,395000
blockOfFlats,62,1,3,1.45,24,condominium,yes,no,539000
,69.85,3,3,2.4,17,condominium,no,no,558000
blockOfFlats,71,1,4,3.87,9,condominium,no,yes,735000
blockOfFlats,73,,4,2.66,10,condominium,yes,no,645000
blockOfFlats,35.3,1,3,2.41,25,condominium,yes,no,439000
tenement,78,2,2,0.95,41,condominium,yes,no,741000
,47,3,3,3.2,6,condominium,yes,yes,579000
,62.83,4,4,2.14,27,condominium,yes,yes,799000
tenement,78.3,2,2,1.12,38,condominium,yes,no,741000
blockOfFlats,56.8,5,5,0.54,44,condominium,yes,yes,598000
,68,,4,2.33,43,condominium,yes,yes,699000
blockOfFlats,68.01,9,10,3.83,19,condominium,no,yes,685000
,131.03,1,3,2.03,44,condominium,yes,no,1050000
blockOfFlats,46.7,2,4,2.62,32,condominium,no,no,500000
blockOfFlats,55,1,4,2.67,16,condominium,no,,450000
blockOfFlats,58.2,3,4,2.83,11,cooperative,yes,no,552900
,51.14,2,4,5.43,3,condominium,yes,no,613000
blockOfFlats,66.35,4,4,1.1,45,condominium,no,no,530000
blockOfFlats,53.42,4,6,5.86,15,condominium,yes,yes,614330
,81.2,3,3,5.11,12,cooperative,no,no,589000
blockOfFlats,47.99,,4,2.05,15,condominium,yes,yes,480000
blockOfFlats,63,2,3,2.85,3,condominium,yes,no,599000
blockOfFlats,39,2,4,2.26,46,cooperative,yes,no,399000
blockOfFlats,45.02,3,4,1.99,15,condominium,no,no,339000
blockOfFlats,54.7,2,3,4.93,4,cooperative,yes,no,540000
tenement,81.8,1,2,1.38,23,condominium,yes,no,596000
blockOfFlats,72,4,4,2.14,27,condominium,no,,514900
blockOfFlats,76,3,3,3.58,16,condominium,yes,no,550000
tenement,92.81,3,3,0.96,49,condominium,yes,no,750000
tenement,79,2,2,0.86,39,condominium,yes,no,861811
blockOfFlats,62,2,4,2.66,10,cooperative,no,no,619999
blockOfFlats,90,2,2,5.66,2,condominium,no,no,665000
,40,,4,4.03,12,condominium,no,no,429000
blockOfFlats,64.4,4,4,1.59,13,condominium,yes,no,498000
,96.14,1,1,4.73,0,condominium,yes,no,745000
tenement,95,3,3,1.48,35,condominium,yes,no,980000
,52,2,2,4.54,3,condominium,no,no,370000
tenement,73.46,,3,1.13,35,condominium,no,no,739000
tenement,27.36,,3,0.92,43,condominium,no,no,405000
blockOfFlats,70.46,1,3,2.73,5,condominium,no,yes,630000
blockOfFlats,56.43,,3,6.25,18,condominium,yes,yes,705400
blockOfFlats,48.24,3,3,4.88,0,condominium,yes,yes,429000
blockOfFlats,66,3,3,3.23,8,condominium,yes,yes,779000
tenement,78.07,,2,2.56,2,condominium,no,no,590000
,49.3,1,4,2.79,17,condominium,yes,no,469000
,49.8,2,4,2.66,10,condominium,no,no,460000
tenement,50.78,3,3,1.01,26,condominium,yes,no,650000
blockOfFlats,62.22,3,4,4.46,9,condominium,yes,no,420000
blockOfFlats,110,4,5,2.96,17,condominium,yes,no,750000
tenement,45,3,3,1.01,26,condominium,yes,no,570750
,61,4,4,0.98,28,condominium,no,,700000
tenement,64.4,2,3,0.5,25,condominium,no,no,647900
blockOfFlats,59.5,2,2,4.31,18,cooperative,no,no,480000
blockOfFlats,51.57,1,4,1.79,14,condominium,no,,442000
blockOfFlats,65,5,10,2.97,7,condominium,no,yes,845000
blockOfFlats,72,,1,2.27,7,condominium,no,no,710000
tenement,47.8,1,4,0.86,60,condominium,yes,no,480000
blockOfFlats,63,2,10,3.1,3,cooperative,no,yes,516000
blockOfFlats,48,3,4,1.14,18,condominium,no,,455000
blockOfFlats,48.6,2,4,3.88,18,cooperative,no,,420000
tenement,47.29,3,3,1.01,50,condominium,no,no,585000
tenement,79,2,4,0.82,38,condominium,no,,900000
blockOfFlats,62,1,4,2.66,10,condominium,no,,510000
tenement,60,2,2,1.21,19,condominium,no,no,445000
blockOfFlats,37,3,4,1.7,18,condominium,no,,369000
tenement,90.15,1,3,1.01,26,condominium,yes,no,1126875
tenement,90.15,2,3,1.01,26,condominium,yes,no,1126875
,116.32,4,4,0.14,81,condominium,no,,884000
blockOfFlats,43,1,4,2.33,17,condominium,yes,no,449000
blockOfFlats,45.91,4,4,2.18,15,condominium,no,no,350000
blockOfFlats,62,3,4,2.6,8,condominium,yes,no,635000
,68,3,4,4.51,9,condominium,yes,no,735000
blockOfFlats,89.41,3,4,5.03,9,condominium,yes,no,749000
blockOfFlats,61.9,2,11,3.19,24,condominium,yes,yes,520000
,70,10,10,2.17,20,condominium,no,yes,974404
tenement,94.19,3,3,0.6,82,condominium,yes,no,880000
tenement,95,3,3,0.57,85,condominium,yes,no,880000
tenement,45.46,2,2,1.98,6,condominium,no,no,550000
blockOfFlats,53.5,,3,2.11,55,condominium,no,no,599000
blockOfFlats,45.27,,3,1.66,22,condominium,no,no,495000
tenement,45.52,4,4,0.57,93,condominium,no,,429000
apartmentBuilding,60,1,3,0.95,41,condominium,yes,yes,720000
tenement,48.9,1,2,1.37,12,condominium,no,no,338900
,35.68,,4,2.27,41,condominium,yes,no,389000
blockOfFlats,67,2,3,0.97,49,condominium,yes,no,699000
tenement,53.08,2,3,0.38,66,condominium,no,no,530000
blockOfFlats,100,7,7,1.44,17,cooperative,yes,yes,669000
blockOfFlats,128.25,2,3,3.92,22,condominium,yes,no,980000
,67.93,2,2,1.79,11,condominium,yes,no,565000
,91.54,,3,0.95,41,cooperative,no,no,780000
tenement,67.95,,4,0.41,115,condominium,no,no,590000
,50.12,2,5,0.43,89,condominium,yes,no,626500
,60,2,10,3.17,5,cooperative,yes,yes,516000
,48,,4,3.85,20,condominium,yes,no,448800
blockOfFlats,76.9,4,11,3.75,17,cooperative,yes,yes,598000
tenement,81.8,1,3,1.38,23,condominium,yes,no,615000
blockOfFlats,48.85,3,4,1.12,18,cooperative,yes,no,439000
tenement,95,3,3,0.6,82,condominium,yes,no,880000
blockOfFlats,89.41,2,3,5.04,4,condominium,yes,no,749000
,68.7,3,4,1.69,17,condominium,yes,no,599999
tenement,90,,3,0.95,41,condominium,no,no,595000
blockOfFlats,70,2,2,3.9,21,condominium,yes,no,569000
tenement,47.33,1,3,0.95,41,condominium,no,no,620000
,46.1,3,4,1.15,17,condominium,yes,no,445000
,47.9,3,11,3.15,16,cooperative,yes,yes,510000
,54.66,1,3,0.14,81,condominium,yes,yes,484000
blockOfFlats,52.4,,10,1.7,23,cooperative,no,yes,280000
blockOfFlats,80,5,8,1.57,29,cooperative,yes,yes,630000
,84.64,2,2,1.77,12,condominium,no,no,580000
blockOfFlats,45.1,2,4,4.74,0,condominium,yes,no,225000
blockOfFlats,61,,4,3.97,5,cooperative,yes,no,440000
apartmentBuilding,59,5,5,3.51,2,condominium,yes,yes,655000
,113.65,2,2,1.32,15,condominium,yes,no,650000
blockOfFlats,48,2,4,2.15,24,condominium,yes,no,310000
blockOfFlats,37,1,4,1.78,22,condominium,no,,329500
apartmentBuilding,73,3,3,2.96,3,condominium,yes,yes,606000
blockOfFlats,38,2,3,4.35,3,condominium,yes,no,195000
apartmentBuilding,76,,4,2.96,3,condominium,yes,yes,631000
blockOfFlats,37,1,4,4.35,3,condominium,yes,no,225000
blockOfFlats,53,,3,2.95,2,condominium,yes,yes,589000
blockOfFlats,75.6,1,1,4.03,4,condominium,yes,no,598000
,74.2,3,4,3.75,5,cooperative,yes,no,495000
,51.5,,,1.45,25,condominium,no,no,280000
,47.94,3,3,1.27,38,condominium,yes,no,326600
,55,1,2,1.27,39,condominium,no,yes,440000
,40,1,2,1.27,39,condominium,no,yes,320000
,40.7,4,4,2.93,10,condominium,yes,no,298000
,48.3,1,4,4.09,1,condominium,yes,no,259000
,51.4,4,4,3.75,5,cooperative,yes,no,280000
,41,3,4,0.64,21,cooperative,yes,no,262000
,44.14,4,4,1.67,15,cooperative,yes,no,309000
,108,3,3,1.3,35,condominium,yes,no,642600
,64,2,2,2.2,23,condominium,yes,no,545000
,70,1,1,3.19,4,condominium,no,no,453600
blockOfFlats,63,1,4,3.19,4,condominium,yes,no,497000
,63.8,2,4,3.97,5,condominium,no,no,430000
blockOfFlats,52.4,1,4,1.78,22,condominium,yes,no,315000
blockOfFlats,60.64,3,3,1.15,39,condominium,yes,no,359000
blockOfFlats,61,3,4,1.15,42,cooperative,yes,no,385000
blockOfFlats,45.1,8,10,1.78,22,condominium,yes,yes,299000
blockOfFlats,50.07,1,4,3.97,5,cooperative,yes,no,359000
,60.2,,1,3.89,1,condominium,no,no,493640
,65.3,1,1,2.6,7,condominium,yes,no,522400
,60.2,,1,2.6,7,condominium,no,no,493640
,60.2,,1,2.6,7,condominium,no,no,493640
,65.3,1,1,2.6,7,condominium,yes,no,522400
,65.3,1,1,2.6,7,condominium,yes,no,522400
,40,,4,1.67,12,condominium,no,no,299000
,47,8,10,0.84,15,condominium,yes,no,299000
,50.77,4,4,2.5,5,condominium,yes,no,239000
tenement,35.5,2,2,2.66,5,condominium,no,no,205000
,63.21,,1,4.53,0,condominium,yes,no,479000
,75,1,1,3.37,1,condominium,yes,no,750000
blockOfFlats,72,4,4,2.69,11,condominium,no,no,450000
,50.38,3,3,1.71,29,condominium,yes,no,295000
blockOfFlats,42,4,4,1.78,22,cooperative,yes,no,280000
,62.64,,4,1.5,23,condominium,no,,399000
blockOfFlats,50.7,1,4,3.28,4,cooperative,yes,no,358900
blockOfFlats,37.91,2,4,1.78,22,cooperative,yes,no,329000
,38,4,4,1.97,14,condominium,no,,236000
,52,3,3,1.35,9,condominium,no,no,375000
blockOfFlats,51.4,4,10,3.97,5,cooperative,yes,yes,379000
blockOfFlats,62.64,,4,1.15,39,condominium,no,no,399000
blockOfFlats,52.3,6,10,1.78,22,condominium,yes,yes,295000
,44,4,10,4.66,6,condominium,no,no,226000
blockOfFlats,37.5,1,4,1.7,22,condominium,yes,no,238999
blockOfFlats,54,3,4,0.51,21,condominium,yes,no,298999
blockOfFlats,50.7,1,4,3.33,7,condominium,yes,no,359000
,51,10,10,2.37,8,condominium,yes,no,285000
,73.3,4,10,3.68,7,condominium,yes,yes,395000
blockOfFlats,55,1,3,3.59,8,condominium,no,no,449000
,64,10,10,3.56,8,condominium,yes,no,365000
,103.22,1,10,1.07,25,condominium,no,yes,749999
,57,3,4,1.71,28,condominium,no,no,585000
,70.72,2,3,1.36,41,condominium,yes,no,375000
blockOfFlats,52,4,4,4.35,3,condominium,yes,no,359000
blockOfFlats,45.15,10,10,2.44,3,condominium,yes,yes,285000
blockOfFlats,55.43,3,3,3.59,8,condominium,no,no,477000
blockOfFlats,52,3,3,1.7,23,condominium,yes,no,379000
blockOfFlats,25.5,,4,1.15,39,cooperative,no,,210000
blockOfFlats,39.5,9,10,0.78,38,condominium,yes,yes,239999
blockOfFlats,48.5,4,4,2.52,4,condominium,yes,no,259000
,48.83,,2,1.28,1,condominium,no,no,550000
blockOfFlats,55,,10,1.68,22,condominium,no,no,287000
tenement,67,3,3,0.98,42,condominium,no,no,399000
,34.2,6,10,2.62,4,condominium,yes,no,220000
blockOfFlats,76.66,2,4,4.13,4,condominium,yes,no,425000
,44.9,9,10,2.51,10,condominium,yes,no,299000
blockOfFlats,41,3,4,0.53,20,cooperative,yes,no,259900
,74.2,3,4,3.75,5,cooperative,yes,no,495000
apartmentBuilding,67.2,1,1,3.22,1,condominium,yes,no,463680
blockOfFlats,47,1,4,0.64,28,condominium,yes,no,279999
,38,4,4,1.96,13,condominium,no,,236000
,39.2,4,10,2.35,14,condominium,yes,no,279000
blockOfFlats,30,,4,1.15,39,condominium,no,no,209999
blockOfFlats,49,3,4,2.97,10,cooperative,yes,no,249999
blockOfFlats,43,4,4,2.9,9,condominium,no,,249999
blockOfFlats,43,10,10,3.25,15,condominium,yes,yes,244999
blockOfFlats,38,4,4,2.1,23,cooperative,yes,no,236000
blockOfFlats,55,3,4,2.74,13,condominium,no,no,385000
blockOfFlats,45,1,4,1.36,32,condominium,yes,no,330000
blockOfFlats,48.6,4,4,4.35,3,condominium,yes,no,340000
,50.5,,2,2.01,18,condominium,yes,no,369000
blockOfFlats,43,8,10,1.52,20,condominium,yes,yes,299710
,48,2,3,2.06,11,condominium,no,no,369000
blockOfFlats,54,,4,1.82,18,condominium,no,no,279999
blockOfFlats,43,10,10,1.82,18,condominium,yes,yes,289999
blockOfFlats,61,3,4,3.97,5,cooperative,yes,no,362000
blockOfFlats,40.5,10,10,1.8,13,condominium,no,yes,295000
blockOfFlats,40.5,1,4,2.82,7,condominium,yes,no,285000
blockOfFlats,48.5,1,4,3.3,10,condominium,yes,no,350000
blockOfFlats,56,2,4,2.79,5,condominium,yes,no,455000
blockOfFlats,59,1,4,4.87,6,condominium,yes,no,379000
blockOfFlats,60,5,10,3.76,5,condominium,yes,yes,465000
blockOfFlats,38,,4,1.78,22,cooperative,no,no,359000
blockOfFlats,37,1,4,4.33,1,condominium,yes,no,219999
blockOfFlats,69,4,4,4.12,4,cooperative,yes,no,530000
,47.26,3,4,2.35,15,condominium,yes,no,367000
blockOfFlats,48,2,4,1.98,13,condominium,no,no,369000
,50.45,3,3,1.8,13,condominium,yes,no,369000
apartmentBuilding,70.04,3,3,3.97,0,condominium,yes,no,690000
,38.02,1,2,1.4,10,condominium,yes,no,315000
blockOfFlats,40,1,4,1.38,39,condominium,no,no,278999
,52,3,3,1.35,9,condominium,no,,375000
,60.79,1,1,3.77,0,condominium,yes,no,599600
,60.79,1,1,3.77,0,condominium,yes,no,599600
blockOfFlats,34,4,4,3.97,5,cooperative,yes,no,250000
blockOfFlats,63.5,4,4,3.19,4,condominium,yes,no,399000
blockOfFlats,43,4,4,2.91,11,condominium,yes,no,259000
blockOfFlats,36.7,1,4,4.35,3,condominium,yes,no,225000
,51.86,,2,1.99,10,condominium,yes,no,365000
blockOfFlats,34,2,4,3.97,5,condominium,yes,no,265000
blockOfFlats,50.52,,4,2.34,16,condominium,no,no,258000
blockOfFlats,50.1,4,4,2.12,8,condominium,yes,no,280000
,37,2,4,1.97,24,condominium,no,no,303000
,37,1,4,2.05,24,condominium,yes,no,290000
blockOfFlats,56,3,4,4.35,3,condominium,yes,no,359999
,53.5,2,4,2.25,12,condominium,yes,no,549000
,61,3,4,3.37,6,condominium,yes,no,449000
blockOfFlats,63.02,,2,0.25,8,condominium,no,no,350000
blockOfFlats,54.71,3,4,1.35,5,condominium,yes,no,370000
blockOfFlats,29.4,,4,0.23,9,condominium,no,no,219000
blockOfFlats,46,4,4,1.78,22,cooperative,yes,no,329000
,63.2,2,4,3.4,13,condominium,yes,no,399000
,43.3,4,4,2.87,9,condominium,yes,no,255000
apartmentBuilding,30,3,5,0.45,22,condominium,yes,yes,275000
,47.8,3,10,0.88,34,condominium,yes,no,340000
,34.98,2,5,2.75,4,condominium,yes,no,379000
,73,4,4,3.46,8,condominium,yes,no,370000
,51.5,,,1.4,26,condominium,no,no,280000
blockOfFlats,37.5,3,3,2.52,4,condominium,no,no,209000
,70.4,4,4,1.53,16,condominium,yes,no,420000
apartmentBuilding,70.54,1,3,2.76,5,condominium,yes,yes,579000
blockOfFlats,31.5,9,10,1.96,20,condominium,yes,yes,259000
blockOfFlats,58.6,4,4,3.79,4,condominium,yes,no,439000
blockOfFlats,45,2,4,0.64,4,condominium,yes,no,310000
blockOfFlats,41,1,4,2.85,8,cooperative,yes,no,279998
apartmentBuilding,72,1,3,2.96,3,condominium,yes,no,570000
blockOfFlats,58,2,10,1.15,39,cooperative,yes,yes,379000
,34.1,3,4,3.42,6,condominium,yes,no,269000
blockOfFlats,49,2,4,4.35,3,condominium,yes,no,269000
blockOfFlats,40,4,10,0.94,16,condominium,no,yes,259999
blockOfFlats,62.7,2,4,2.96,3,condominium,yes,yes,533000
,48.45,4,4,4.35,3,condominium,yes,no,269000
,37.42,1,4,1.91,24,condominium,no,no,335000
blockOfFlats,66,3,3,4.01,0,condominium,yes,no,489000
apartmentBuilding,35,2,5,2.76,4,condominium,yes,yes,380000
blockOfFlats,39.9,2,4,1.78,22,cooperative,yes,no,310000
,46.5,6,10,2.43,11,cooperative,yes,yes,329000
blockOfFlats,48,2,4,1.15,39,condominium,yes,no,438000
blockOfFlats,58,,10,1.78,22,condominium,yes,no,359000
blockOfFlats,67.5,,4,1.78,22,cooperative,yes,no,399000
blockOfFlats,63,,2,1.15,39,cooperative,no,no,350000
apartmentBuilding,68,1,4,2.96,3,condominium,yes,yes,565000
apartmentBuilding,64,2,2,2.43,12,condominium,yes,no,560000
apartmentBuilding,86,3,4,2.96,3,condominium,yes,yes,740000
,49,1,3,1.26,45,condominium,no,no,299000
,37,3,3,1.08,43,condominium,no,no,319000
,55.4,4,4,3.33,6,condominium,yes,no,329630
blockOfFlats,39.5,4,10,1.15,39,cooperative,yes,yes,260000
,47.94,3,3,1.27,38,condominium,yes,no,326600
,68.03,1,2,3.97,5,condominium,yes,no,475000
blockOfFlats,38.59,1,4,1.38,40,condominium,no,no,289000
blockOfFlats,48.5,4,4,1.78,22,cooperative,yes,no,270000
,52,3,4,3.2,13,condominium,yes,no,374000
,45.8,2,4,1.84,19,condominium,yes,no,290000
tenement,64.35,4,4,1.15,39,condominium,yes,no,499000
blockOfFlats,46,3,4,1.51,18,condominium,yes,no,359999
blockOfFlats,70,3,3,3.98,0,condominium,yes,no,690000
,56,1,1,1.22,14,condominium,no,no,347000
,40.6,4,4,3.26,10,condominium,yes,no,249000
apartmentBuilding,81,,4,2.77,4,condominium,yes,yes,780000
,55,1,2,1.53,36,condominium,no,yes,440000
blockOfFlats,45.8,3,4,1.8,13,cooperative,yes,no,349000
,40,1,2,1.53,36,condominium,no,yes,320000
blockOfFlats,35,,4,3.84,5,condominium,yes,no,274000
apartmentBuilding,63,,1,4.31,2,condominium,yes,no,699000
blockOfFlats,48,4,4,4.09,1,condominium,no,no,339900
,66.6,,2,3.97,5,condominium,yes,no,475000
,78,1,2,3.97,5,condominium,yes,no,490000
,51.09,2,2,1.15,39,condominium,yes,no,475000
blockOfFlats,68.9,2,4,3.8,7,cooperative,yes,no,495000
blockOfFlats,47.84,2,3,4.35,3,cooperative,yes,no,339000
blockOfFlats,45,1,2,4.35,3,cooperative,no,no,300000
,63.88,2,2,3.25,1,condominium,yes,no,530000
blockOfFlats,54,,4,1.15,39,cooperative,yes,no,299000
blockOfFlats,48,2,3,1.8,13,condominium,no,no,369000
blockOfFlats,52.3,6,10,1.78,22,cooperative,yes,no,377000
blockOfFlats,73,3,4,3.97,5,cooperative,yes,no,445000
,43.3,4,4,3.14,9,condominium,yes,no,250000
,52.5,3,4,3.02,7,condominium,no,no,320000
,33,1,1,4.35,3,condominium,no,no,219000
blockOfFlats,57.8,2,3,1.15,39,condominium,yes,no,330000
blockOfFlats,38,2,4,1.15,39,condominium,yes,no,265000
blockOfFlats,36,2,4,1.15,39,condominium,yes,no,339000
,49.21,,3,1.59,24,condominium,yes,no,499000
,36.7,1,3,4.35,3,condominium,no,no,225000
blockOfFlats,50,3,4,2.48,9,condominium,yes,no,360000
,51.5,,1,1.15,39,condominium,no,no,279900
blockOfFlats,51.7,4,4,4.71,6,condominium,yes,no,339000
blockOfFlats,58.3,2,4,3.41,6,condominium,yes,no,442000
,63,3,4,2.49,7,condominium,yes,no,410000
blockOfFlats,45.5,3,4,1.8,13,cooperative,no,no,355000
,62.85,4,4,3.01,2,condominium,no,no,529000
blockOfFlats,56,3,3,3.8,7,condominium,yes,no,320000
,50.86,2,3,1.57,6,condominium,yes,no,390000
blockOfFlats,57.41,2,3,1.81,0,condominium,no,no,390000
blockOfFlats,47,2,4,4.35,3,cooperative,yes,no,249000
blockOfFlats,38.2,4,4,2.15,21,condominium,yes,no,259000
blockOfFlats,53,3,4,2.96,8,condominium,yes,no,309000
blockOfFlats,64.4,3,3,3.19,4,condominium,yes,no,399000
blockOfFlats,34.1,8,10,3.97,5,condominium,yes,yes,287000
,60.7,,8,1.35,36,condominium,yes,no,449000
,58.6,2,4,3.8,6,condominium,yes,no,419000
blockOfFlats,62,3,4,3.8,7,condominium,yes,no,500000
blockOfFlats,37,2,4,2.87,5,condominium,no,no,200000
blockOfFlats,59,2,3,4.14,0,condominium,yes,no,590000
,40.7,4,4,2.93,10,condominium,yes,no,298000
,64.5,3,3,1.15,39,condominium,no,,516000
blockOfFlats,52,4,10,3.97,5,condominium,yes,yes,349000
blockOfFlats,38,1,4,4.35,3,cooperative,no,no,205000
,68.86,1,3,3.07,1,condominium,yes,no,547437
,72.68,3,3,3.22,1,condominium,yes,no,577806
,86.1,3,3,3.07,1,condominium,yes,no,731850
blockOfFlats,36,,10,1.8,13,cooperative,no,yes,269000
,46.7,3,10,2.52,4,condominium,yes,no,255000
blockOfFlats,43,8,10,1.46,19,cooperative,yes,yes,322500
,67.25,3,3,3.2,1,condominium,yes,no,749000
,46,2,10,2.41,3,condominium,no,no,300000
,40.84,2,4,4.35,3,condominium,no,no,200000
,69.53,1,1,4.48,0,condominium,yes,no,635000
,46.4,4,4,1.72,14,condominium,yes,no,309000
,61,,2,1.15,39,condominium,no,no,365000
,35,,4,4,4,condominium,yes,no,274000
,37.91,3,4,2.08,27,condominium,yes,no,227000
,56.42,3,3,4,7,condominium,no,no,320000
,73.2,4,4,1.63,15,condominium,no,no,450000
,44,4,4,1.28,14,condominium,yes,no,309000
,29,10,10,2.41,11,condominium,yes,no,196000
,44.5,,2,4.44,3,condominium,no,no,219000
,34.1,8,10,2.81,13,condominium,no,yes,287000
,72.37,2,3,4.14,0,condominium,yes,no,625000
,57.1,4,4,1.3,39,condominium,no,no,269000
blockOfFlats,90,3,3,3.84,1,condominium,yes,no,499000
,43,1,4,2.04,20,condominium,no,no,309000
,72.16,3,3,3.74,1,condominium,yes,no,591712
,50.09,5,5,2.92,3,condominium,yes,yes,484000
,50,2,4,4.35,3,condominium,yes,no,279000
,35.8,9,10,1.79,12,condominium,no,no,235000
,59.5,5,5,2.92,3,condominium,yes,yes,665000
,58.6,4,4,3.71,7,condominium,yes,no,385000
,75.3,4,4,2.69,6,condominium,yes,no,469000
,141.5,,2,3.85,6,condominium,no,no,680000
,64.2,3,4,1.37,26,condominium,yes,no,429000
blockOfFlats,37,1,4,4.11,4,condominium,yes,no,225000
,47.9,1,3,3.65,6,condominium,yes,no,299000
blockOfFlats,54,3,3,1.78,22,cooperative,yes,no,339000
,36.75,2,3,2.82,4,condominium,yes,no,399000
,41,1,4,3.06,11,condominium,no,,290000
,49,3,4,1.48,38,condominium,yes,no,330000
,55.15,4,5,2.3,11,condominium,no,no,549000
,54.43,2,2,0.54,25,condominium,yes,no,269000
,48.3,1,4,4.09,1,condominium,yes,no,259000
,54.4,2,4,1.87,15,condominium,no,no,345000
,59,1,4,1.09,25,condominium,yes,no,329000
apartmentBuilding,30.8,,5,2.96,3,condominium,yes,yes,327000
blockOfFlats,66.3,,3,1.83,15,condominium,no,no,398400
blockOfFlats,56.7,4,4,1.78,22,condominium,yes,no,379000
,93.5,1,2,1.2,4,condominium,yes,no,465000
,50.9,5,10,2.43,11,condominium,yes,no,365000
blockOfFlats,45.9,3,4,1.92,12,condominium,yes,no,349000
blockOfFlats,52,2,5,3.97,5,condominium,yes,yes,294000
,53,9,10,4.27,6,condominium,yes,yes,269000
,71.74,1,3,3.58,0,condominium,yes,no,552398
blockOfFlats,40.4,10,10,2.96,10,condominium,yes,yes,270000
,76.66,,3,3.69,1,condominium,yes,no,628612
blockOfFlats,47.69,4,4,4.35,1,condominium,yes,no,269000
blockOfFlats,61,3,4,3.97,5,condominium,yes,no,479000
,69,2,4,1.15,43,condominium,no,no,410000
blockOfFlats,54,3,3,1.26,9,cooperative,yes,no,339000
blockOfFlats,39.4,9,10,1.15,39,cooperative,yes,yes,245000
blockOfFlats,51.5,1,8,3.97,5,condominium,yes,yes,320000
,58,3,4,1.15,39,condominium,yes,no,360000
blockOfFlats,37.64,2,4,4.35,3,condominium,yes,no,195000
blockOfFlats,41.1,4,4,2.88,9,condominium,yes,no,230000
blockOfFlats,54.5,4,4,2.93,4,condominium,yes,no,355000
blockOfFlats,68.5,3,4,1.15,39,condominium,yes,no,469000
blockOfFlats,35,1,4,3.88,5,condominium,no,no,259000
blockOfFlats,64,2,4,3.75,6,condominium,yes,no,489000
blockOfFlats,61,1,4,2.98,10,condominium,yes,no,379000
,71,1,1,2.25,10,condominium,yes,no,370000
,51.4,4,4,3.75,5,cooperative,yes,no,280000
blockOfFlats,56,2,3,3.72,2,condominium,yes,no,415000
,46.3,4,4,1.3,11,condominium,no,no,268000
,41.1,,4,2.88,9,condominium,yes,no,299000
blockOfFlats,49,2,3,4.35,3,cooperative,no,no,229000
blockOfFlats,33,3,3,4.35,3,condominium,yes,no,219000
,34.1,4,4,2.92,10,condominium,yes,no,249000
,34.1,4,4,2.92,10,condominium,yes,no,249000
,68.2,4,4,2.92,10,condominium,yes,no,499000
blockOfFlats,56.1,4,4,4.76,4,condominium,yes,no,415000
blockOfFlats,98,,3,2.96,3,condominium,yes,no,700000
,41,3,4,0.64,21,cooperative,yes,no,262000
blockOfFlats,35,,4,3.8,7,condominium,yes,no,274000
blockOfFlats,35.8,9,10,1.8,13,cooperative,no,no,235000
apartmentBuilding,35,2,4,2.96,3,condominium,yes,yes,390000
blockOfFlats,37.91,3,4,1.78,22,cooperative,yes,no,239000
apartmentBuilding,46,3,4,2.96,3,condominium,yes,yes,518000
blockOfFlats,61.7,4,4,3.93,3,condominium,yes,no,385000
,35,4,4,4,4,condominium,no,,214000
